LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,LOC_TOTAL,bug
67,18,15,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,82,0
67,18,14,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,81,0
67,18,14,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,81,0
67,18,14,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,81,0
67,18,14,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,81,0
67,18,14,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,81,0
67,18,14,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,81,0
67,18,14,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,81,0
67,18,14,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,81,0
67,18,14,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,81,0
67,18,15,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,82,0
67,18,15,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,82,0
67,18,14,27,1,1,1,31.0,44.38,61064.32,0.46,238,0.02,3392.46,99,139,29,81,0
67,18,14,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,81,0
67,18,15,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,82,0
67,18,14,27,1,1,1,28.6,47.67,64981.35,0.45,238,0.02,3610.07,99,139,27,81,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
19,9,13,4,5,3,1,29.26,19.96,11654.07,0.19,109,0.05,647.45,51,58,23,32,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
19,9,13,4,5,3,1,29.26,19.96,11654.07,0.19,109,0.05,647.45,51,58,23,32,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
20,11,14,4,6,3,1,26.76,22.02,12978.67,0.2,110,0.05,721.04,51,59,22,34,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
7,1,0,3,1,1,1,20.08,5.5,607.27,0.04,29,0.18,33.74,11,18,7,7,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,3,4,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
1,1,1,0,1,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,3,8,3,2,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
4,3,4,0,2,1,1,8.76,10.0,875.69,0.03,23,0.1,48.65,8,15,4,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
7,3,1,0,2,1,1,7.32,8.17,488.32,0.02,18,0.12,27.13,7,11,3,8,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
14,1,5,6,1,1,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,34,46,20,19,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
6,5,5,0,3,1,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,20,20,7,11,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
3,1,0,9,1,1,1,16.84,1.5,37.9,0.01,9,0.67,2.11,4,5,4,3,0
4,1,0,0,1,1,1,10.24,7.0,501.89,0.02,20,0.14,27.88,7,13,4,4,0
4,1,0,0,1,1,1,10.24,7.0,501.89,0.02,20,0.14,27.88,7,13,4,4,0
4,3,0,0,2,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,13,22,10,4,0
4,3,0,0,2,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,13,22,10,4,0
8,3,0,0,2,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,19,33,12,8,0
8,3,0,0,2,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,19,33,12,8,0
54,13,1,8,7,6,6,25.11,40.0,40181.42,0.33,184,0.03,2232.3,80,104,22,55,0
54,13,1,8,7,6,6,25.11,40.0,40181.42,0.33,184,0.03,2232.3,80,104,22,55,0
0,1,0,0,1,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,5,11,3,0,0
0,1,0,0,1,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,5,11,3,0,0
23,5,0,1,3,2,1,19.78,20.04,7940.87,0.13,80,0.05,441.16,33,47,14,23,0
23,5,0,1,3,2,1,19.78,20.04,7940.87,0.13,80,0.05,441.16,33,47,14,23,0
0,1,0,0,1,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,5,13,3,0,0
0,1,0,0,1,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,5,13,3,0,0
19,5,0,3,3,3,1,20.96,10.5,2310.82,0.07,48,0.1,128.38,21,27,12,19,0
19,5,0,3,3,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,20,26,11,19,0
12,3,0,2,2,2,1,16.67,8.56,1220.22,0.05,33,0.12,67.79,14,19,9,12,0
12,3,0,2,2,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,13,18,8,12,0
12,9,0,0,5,3,3,17.46,16.55,4779.2,0.1,63,0.06,265.51,28,35,11,12,0
12,9,0,0,5,3,3,17.46,16.55,4779.2,0.1,63,0.06,265.51,28,35,11,12,0
4,1,0,0,1,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,4,5,3,4,0
4,1,0,0,1,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,4,5,3,4,0
13,5,0,0,3,3,1,16.4,7.07,820.29,0.04,29,0.14,45.57,11,18,7,13,0
13,5,0,0,3,3,1,16.4,7.07,820.29,0.04,29,0.14,45.57,11,18,7,13,0
13,5,0,0,3,3,1,17.24,7.5,969.51,0.04,31,0.13,53.86,12,19,8,13,0
13,5,0,0,3,3,1,17.24,7.5,969.51,0.04,31,0.13,53.86,12,19,8,13,0
4,3,0,0,2,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,10,11,6,4,0
4,3,0,0,2,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,10,11,6,4,0
0,1,0,0,1,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,1,6,1,0,0
0,3,0,0,2,2,1,6.69,7.5,376.42,0.02,14,0.13,20.91,5,9,3,0,0
0,1,0,0,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,0,0
